Created_at,LT (m2),LB (m2),KT,KM,Garasi,Carport,Lokasi,Sertifikat,Listrik,Hadap,Harga,URL,Deskripsi
06-12-2021,429,469,7,7,2,2,Kota Semarang,SHM,4400,,7500000000,https://www.rumah123.com/properti/semarang/hos9291330/,"Konsep Villa Exclusive
Viewnya Bagus Sekali"
06-12-2021,169,420,8,2,2,2,Kota Semarang,SHM,,Selatan,980000000,https://www.rumah123.com/properti/semarang/hos9291284/,"6 menit ke Pusat Perbelanjaan ADA Siliwangi, 12 menit ke Bandara, 11 Menit ke Paragon Mall dan DP Mall. Cocok untuk hunian atau kostan"
07-12-2021,70,60,3,2,1,1,Kabupaten Semarang,SHM,1300,Utara,500000000,https://www.rumah123.com/properti/semarang/hos9293741/,"- Sebelah SD N Pudak Payung 03
- Belakang Kantor Kelurahan Pudak Payung
- Dekat Ke Rs.Hermina dan Transmart
- Dekat Ke Exittol Banyumanik
- Dekat Ke Undip Tembalang 10 menit
- Dekat Kawasan Wisata UNGARAN"
06-12-2021,468,700,8,4,1,1,Kota Semarang,SHM,7700,Selatan,2950000000,https://www.rumah123.com/properti/semarang/hos9291694/,dekat UIN Walisongo
06-12-2021,498,392,5,3,2,2,Kota Semarang,SHM,5500,Selatan,3800000000,https://www.rumah123.com/properti/semarang/hos9291766/,"Dekat Sekolah (TK, SD, SMP, SMA)
Undip
RS
Transmart
Ada Supermarket
Pintu tol
Pasar Tradisional
Bebas Banjir"
06-12-2021,153,330,5,4,1,1,Kota Semarang,SHM,2200,Utara,2600000000,https://www.rumah123.com/properti/semarang/hos9291812/,Lebar jalan depan bisa 3 mobil
06-12-2021,271,200,6,4,,3,Kabupaten Semarang,SHM,2200,Utara,1750000000,https://www.rumah123.com/properti/semarang/hos9291825/,"- Hanya 1 menit SMPN 13
- Hanya 2 menit Kampus UNWAHAS
- Hanya 5 menit Kampus UNIKA
- Hanya 10 menit Kampus UNNES"
06-12-2021,90,60,3,1,,,Kota Semarang,SHM,1300,Timur,475000000,https://www.rumah123.com/properti/semarang/hos9291834/,"Dekat jl raya syuhada raya
Dwkat sd syuhada
Dekat alfamart indomaret
Dekat masjid"
06-12-2021,367,265,5,4,,1,Kota Semarang,SHM,4400,,3500000000,https://www.rumah123.com/properti/semarang/hos9291852/,"Tinggal masuk semua sdh terpasang AC, Water heather cctv MNC terdapat wifi. juga"
06-12-2021,72,63,3,2,,1,Kota Semarang,SHM,1300,Selatan,542000000,https://www.rumah123.com/properti/semarang/hos9291867/,"Dekat SDK Sang Timur
Dekat SMP N 34
Dekat GOR Manunggal Jati
Dekat SUPERINDO dan Alfamidi
Dekat ADA Fatmawati
Dekat Klinik dan Puskesmas"
07-12-2021,75,42,2,1,1,1,Kota Semarang,SHM,1300,Utara,310000000,https://www.rumah123.com/properti/semarang/hos9293676/,"- Sebelah SD N Pudak Payung 03
- Belakang Kantor Kelurahan Pudak Payung
- Dekat Ke Rs.Hermina & Transmart
- Dekat Ke Exittol Banyumanik
- Dekat Ke Undip Tembalang 10 menit
- Dekat Kawasan Wisata UNGARAN"
06-12-2021,80,70,3,2,1,1,Kota Semarang,SHM,1300,Timur,850000000,https://www.rumah123.com/properti/semarang/hos9291801/,"- Cluster One Gate System
- Dekat SD Islam Hidayatullah
- 2 Menit Tol Banyumanik
- 2 Menit Swalayan ADA Setiabudi
- 3 Menit TRANSMART Setiabudi
- 7 Menit Kampus UNDIP"
06-12-2021,130,160,4,3,,1,Kota Semarang,SHM,1300,Selatan,850000000,https://www.rumah123.com/properti/semarang/hos9291783/,"dekat Aneka Jaya
Dekat SMPN 34 Semarang
Dekat jl woltermonginsidi"
06-12-2021,275,550,3,3,1,1,Kota Semarang,SHM,11000,Timur Laut,9250000000,https://www.rumah123.com/properti/semarang/hos9291716/,"Dekat kolam renang
View sangat indah"
06-12-2021,120,60,2,1,,2,Kota Semarang,SHM,1300,,600000000,https://www.rumah123.com/properti/semarang/hos9290913/,"tengah kota sampangan gajahmungkur, kawasan terpadu ( kampus UNNES, UNIKA, UNISBANK, GOR JATIDIRI )"
06-12-2021,108,70,3,2,,2,Kota Semarang,SHM,2200,Timur Laut,735000000,https://www.rumah123.com/properti/semarang/hos9292001/,7 MENIT KAMPUS UNIMUS UNDIP
06-12-2021,108,69,3,2,1,1,Kota Semarang,SHM,2200,Tenggara,735000000,https://www.rumah123.com/properti/semarang/hos9292024/,"DEKAT UNIMUS, CITRAGRAND, UNDIP, TEMBALANG, KEDUNGMUNDU, SAMBIROTO"
06-12-2021,448,272,7,3,,,Kota Semarang,SHM,5500,,9500000000,https://www.rumah123.com/properti/semarang/hos9290744/,"- Dekat Polsek Semarang Tengah dan selangkah ke sekolah favorit SMA Loyola
- Lingkungan selain perumahan juga tempat kos , tempat kuliner, pusat perdagangan dan perkantoran.
- Dekat jalan besar Gajahmada, DI Panjaitan dan MT Haryono.
- Bebas banjir
- Cocok untuk usaha kos , tempat tinggal atau tempat usaha"
06-12-2021,160,150,3,2,,,Kota Semarang,SHM,2200,,1400000000,https://www.rumah123.com/properti/semarang/hos9051273/,"- dekat dengan BCA, KFC, Superindo, Kampus Unika, Danau BSB, McD, Starbucks, dekat dengan jalan tol trans Jawa"
07-12-2021,94,40,2,1,1,1,Kota Semarang,SHM,1300,Selatan,400000000,https://www.rumah123.com/properti/semarang/hos9293969/,"- Dekat SPBU
- Dekat Ke Kodam Banyumanik
- Dekat Ke Rs.Hermina & Transmart
- Dekat Ke Exit tol Banyumanik
- Dekat Ke Undip Tembalang 10 menit"
25-07-2021,60,36,2,1,1,,Kabupaten Semarang,SHM,1300,Utara,350000000,https://rumahdijual.com/787974,"- Hanya 4 Menit Menuju EXIT TOL Bawen dan Terminal Bawen
- Dekat Dengan Fasilitas Sekolah SD, SMP dan SMA.
- Dekat Wisata DESA SEMILIR, Kebun HORTIMART, Kampung KOPI BANARAN, TAMAN SALOKA, dan CIMORY
- Dekat Dengan Fasilitas Umum dan Fasilitas Penunjang Lainnya."
01-12-2021,405,240,4,2,,1,Kota Semarang,SHM,2200,,1300000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-linda-19051451#copylink,"- Rumah Besar di Jl.Mintojiwo
- Dengan halaman belakang
- Lokasi Strategis
- Jalan depan rumah lebar
- Lingkungan aman"
01-12-2021,200,180,3,2,,2,Kota Semarang,SHM,2200,,2300000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-linda-19168380,"- Terawat, bersih & sudah di renovasi
- Dekat dengan Bandara Ahmad Yani Semarang
- 5 menit kesimpang 5"
07-12-2021,120,80,3,2,,1,Kota Semarang,SHM,2200,,840000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-18888179,"Lokasi Dekat :
- SMK Grafika
- 2 Menit ke SMA 9
- 3 Menit ke RS Hermina
- 5 Menit ke KODAM
- 5 Menit ke Tol"
06-12-2021,205,315,4,3,2,,Kota Semarang,SHM,2200,,2500000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19391322,"Lokasi di kawasan premium, dekat dari Cipto dekat Barito, dekat RS Pantiwiloso, dekat Masjid agung"
05-12-2021,120,40,2,1,,1,Kota Semarang,SHM,1300,,450000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-abdul-rozak-17858875,"Kwalitas bagus
Jalan row 8m
One gate
1 menit Pasar Mijen
3 menit Sirkuit kelas Nasional
4 menit KFC dan UNIKA"
05-12-2021,60,36,2,1,,1,Kota Semarang,SHGB,1300,,305000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19387402,"- 10 Menit dari Java mall
- Dekat ke RS Ketileng
- Dekat ke UNIMUS
- Dekat ke Stikes Sambiroto"
04-12-2021,90,69,3,2,,1,Kota Semarang,SHM,1300,,1200000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-18613784,"- keamanan 24 jam
- club house / kolam renang dlm Cluster
- joging trek
- komersil Area"
02-12-2021,63,36,3,2,,1,Kota Semarang,SHM,1300,,495000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19376761,"- Lokasi di pusat sampangan dekat smp N 13
- Dekat
- Lingkungan sudah terbentuk nyaman"
30-11-2021,77,60,3,2,,1,Kota Semarang,SHM,2200,,1196000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19360358,"- Satu - satunya perumahan Cluster di Menoreh Sampangan
- Sudah Banyak yang di Tempati
- One Gate Sistem
-> 50 meter dari jalan Raya Menoreh Sampangan
-> Dekat Sekolahan dan Kampus
-> 2 Menit ke Pom Bensin dan Pasar Tradisional
-> 10 Menit ke RSUD kariadi, Simpang Lima dan pusat Belanja
-> 15 Menit ke Bandara"
30-11-2021,106,242,5,4,,2,Kota Semarang,SHM,2200,Selatan dan Barat,2000000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19359944,"KEUNGGULAN LOKASI :
- Akses Jalan Lebar Bisa Simpangan Mobil
- Bebas Banjir
- Lingkungan Nyaman
- Hanya 300 meter Kampus UNWAHAS
- Hanya 3 menit Pasar Sampangan
- Hanya 7 menit Kampus UNIKA
- Hanya 7 menit Kampus STIKUBANK
- Hanya 10 menit RSU Kariadi"
30-11-2021,1068,500,5,3,,2,Kota Semarang,SHM,3500,,16900000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-sigit-sadono-18547042,"- Di kawasan prestisius dan elite
- Ada Hall kapasitas 50 orang
- Kolam Renang
- Balkon/Teras belakang
- Air PDAM/ artesis
- Line telephone"
24-11-2021,100,160,4,1,,1,Kota Semarang,SHM,1300,,700000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19321646,"- 200 m dari jalan raya
- Dekat pasar sampangan
- Bisa di manfaatkan Bangun ulang jadi koskosan eksklusif lokasi sekitar banyak kampus
- Cocok di jadikan townhouse dg View Tol"
07-11-2021,129,289,5,5,3,,Kota Semarang,SHM,5500,,1700000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19259187,"POINT PLUS :
• Kawasan Berkembang
• Ramai Penduduk
• Akses Jalan Lebar (2 Mobil)
• Lingkungan Asri
• 2 Menit ke Alfamart Indomart
• 5 Menit ke Kampus Universitas Semarang
• 5 Menit ke Superindo Majapahit
• 5 Menit ke Area Perbelanjaan Tlogosari
• 5 Menit ke SPBU Majapahit/ Soekarno Hatta
• 10 Menit ke Rumah Sakit Pantiwilasa
• 10 Menit ke Gerbang Tol Gayamsari
• 10 Menit Mcd, Pizza Hut, Hoka2 Bento, King Burger"
07-11-2021,271,200,5,4,,3,Kota Semarang,SHM,2200,Utara,1750000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19254288,"KEUNGGULAN LOKASI
- Akses Jalan Lebar, Bisa Simpangan Mobil
- Lingkungan Elite, Bebas Banjir
- Hanya 1 menit SMPN 13
- Hanya 2 menit Kampus UNWAHAS
- Hanya 2 menit Taman Sampangan
- Hanya 4 menit Kampus UNTAG
- Hanya 5 menit Kampus UNIKA
- Hanya 10 menit Kampus UNNES"
07-11-2021,60,50,2,1,,1,Kota Semarang,SHGB,1300,,359000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19243604,"STRATEGIS :
- 3 Menit ke STIKES Karyahusada Semarang
- 5 Menit ke UNIMUS
- 5 Menit ke RSUD kota Semarang
- 10 Menit dari Java Mall
- 7 Menit ke UNDIP Tembalang

SPESIFIKASI RUMAH :
- Luas 60 Bangunan Tipe 50
- 2 K.Tidur, 1 K.Mandi
- Listrik 1300 Watt
- Air Artetis
- Lebar Jalan 6-8 meter"
07-11-2021,88,65,3,2,,1,Kota Semarang,SHM,2200,,650000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19240624,"Lokasi super strategis :
• Lokasi Samping persis Citragrand dan kantor PLN
• Dekat Kampus
• Dekat Rumah Sakit
• Dekat Aneka Jaya"
07-11-2021,702,372,9,6,,3,Kota Semarang,SHM,7700,Selatan,2900000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-sugeng-tri-prasetyo-18876479,"- Rumah mewah bisa untuk homestay di Tengah Kota di Semarang.
- Lokasi STRATEGIS ,
- Termurah SAAT INI, Ex RUMAH PEJABAT.
- ADA BISNIS PENGINAPAN masih aktif
- DIJUAL FULL FURNISH. berkwalitas
- HARGA BANTING BANGET
- Cocok utk Kantor, Salon, klinik.
- Home stay"
07-11-2021,320,396,7,7,,3,Kabupaten Semarang,SHM,2200,,1700000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-18420735,"- Rumah Ungaran Lokasi Strategis 100 m dari jalan raya semarang-solo
- Cocok untuk rumah tinggal keluarga besar, Rumah Kos2an, atau Kantor"
07-10-2021,200,300,4,2,,,Kota Semarang,SHM,2200,,2200000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-linda-19133293,"- Dijual Rumah Cantik di Taman Sari Tembalang
- Semarang 2 Lantai"
07-10-2021,103,92,2,1,,2,Kota Semarang,SHM,900,,570000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-linda-19124890,"- Dijual rumah Bagus dan Murah
- Good Investment"
07-10-2021,120,110,2,1,,1,Kota Semarang,SHM,1300,,1500000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-linda-19102542,"- Keamanan 24 Jam
- Dekat dengan pusat kota
- 2 Menit menuju The Park Mall
- 5 Menit ke Bandara Ahmad Yan"
07-10-2021,63,60,3,2,,1,Kota Semarang,SHM,2200,,650000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-muhamad-afandi-19071536,"Lokasi Strategis :
- Dekat SMP N 13 Semarang
- Dekat Puskesmas Sampangan
- Dekat ke Kampus AMNI
- Dekat ke kampus IKIP VETERAN
- Dekat ke kampus UNTAG
- Dekat ke kampus UNWAHAS"
07-10-2021,162,180,7,2,,1,Kota Semarang,SHM,1300,,1000000000,https://www.rumah.com/listing-properti/dijual-semarang-oleh-hari-cs-18601855,Dijual rumah siap pakai lokasi kota Semarang rangka sebagian besar dari kayu jati alas akses dekat dengan pusat kota Semarang
07-12-2021,253,155,3,3,,1,Kota Semarang,SHM,3500,Utara,1900000000,https://www.rumahku.com/p/RZC7V005/rumah-dijual-ngaliyan-semarang-50181,"Keunggulan:
- Rumah sudah siap Huni
- lingkungan Nyaman
- Jalan Lebar
- Bebas Banjir"
07-12-2021,500,300,2,1,,1,Kota Semarang,SHM,900,Selatan,196000000,https://www.rumahku.com/p/SHGV4069/rumah-dijual-pedurungan-tengah-semarang-50192,"Keunggulan :
- Dekat rumah warga
- Dekat mushola
- Dekat sekolah SD bangetayu wetan
- 3 menit ke jalan raya woltermonginsidi
- 3 menit ke pasar bangetayu
- 3 menit ke alastua & taman bangetayu
- 5 menit ke swalayan superindo
- 6 menit ke swalayan aneka jaya
- 7 menit ke pasar genuk
- 8 menit ke pedurungan"
07-12-2021,720,450,2,1,,1,Kota Semarang,SHM,1300,Timur,395000000,https://www.rumahku.com/p/SHGV4070/rumah-dijual-pedurungan-tengah-semarang-50192,"Keunggulan Lokasi:
- Jalan lebar 6 - 10 meter
- Selangkah ke jl Woltermonginsidi
- Dekat Aneka Jaya Woltermonginsidi
- Dekat Alfamidi woltermonginsidi
- Dekat Alfamart Indomaret Woltermonginsidi"
07-12-2021,227,155,4,2,1,1,Kota Semarang,SHM,2200,Barat,1900000000,https://www.rumahku.com/p/WR4MW001/rumah-dijual-gisikdrono-semarang-50149,"Dekat dengan Bandara, Sekolahan, Rumah sakit, dan pasar."
07-12-2021,120,30,2,1,,1,Kota Semarang,SHM,1300,Timur,500000000,https://www.rumahku.com/p/GVY4D147/rumah-dijual-mijen-semarang-50519,"Lokasi Strategis :
- Jalan Bisa Dilalui 2 Mobil
- Bebas Banjir
- Keamanan 24 Jam
- Lakers Resto & Kolam Renang
- Fasilitas Pendidikan Dekat Area Sekolah, Area Pendidikan 5 Ha. Dalam Kawasan.
- Kampus AMNI Depan Kawasan
- Fasilitas Umum dekat Market Swalayan, 45 Menit Ke Stasiun
- Akses Tol Semarang- Jakarta."
07-12-2021,120,45,1,1,1,1,Kota Semarang,SHM,900,Utara,525000000,https://www.rumahku.com/p/2TPHD001/rumah-dijual-mijen-semarang-50519,"Keunggulan:
- 2 menit menuju Pasar Ace Mijen
- 5 menit menuju Rumah Sakit Ananda
- 10 menit menuju BSB city"
07-12-2021,125,45,2,1,2,1,Kota Semarang,SHM,2200,Timur,550000000,https://www.rumahku.com/p/PFCZ1008/rumah-dijual-ngaliyan-semarang-50264,"Fasilitas Umum Pendukung:
- 24 hours security
- Club house
- Fitness Center
- Kolam renang
- Taman bermain
- Mini market
- Lintasan jogging
- Golf center
- Parkir
- Binatu
- Kamera Pengawas
- Ruang Serbaguna"
07-12-2021,546,550,4,3,4,4,Kota Semarang,SHM,2200,Utara,4500000000,https://www.rumahku.com/p/SHGV4064/rumah-dijual-gayamsari-semarang-50248,"Keunggulan:
- Pinggir jalan
- Tempat sangat strategis Posisi Hock/Pojok
- Halaman sangat luas dekat jalan Majapahit sekitar 100m 
- Cocok buat perkantoran atau tempat usaha lainnya."
07-12-2021,170,70,3,3,2,3,Kota Semarang,SHM,3000,Barat,1100000000,https://www.rumahku.com/p/PFCZ1001/rumah-dijual-ngaliyan-semarang-50181,"Keunggulan:
- Design minimalis eropa modern
- Carport, taman, listrik 2200 watt dan air artesis
- Fasilitas Swimming Pool
- Dekat kampus Fak.Kedokteran UNIKA
- Dekat Rumah sakit Permata Medika"
07-12-2021,200,130,3,1,,,Kota Semarang,SHM,900,Selatan,400000000,https://www.99.co/id/properti/rumah-murah-pinggir-jalan-di-gunungpati-semarang-83775496624,"Ready rumah murah lokasi di Gunungpati, Semarang Luas tanah 200 m dan luas bangunan 130 mSHM Harga 400 jutaFasilitas: kamar tidur 3, kamar mandi 1, listrik 900 W, air artetis Bangunan hadap selatan Rumah bangunan pribadi Lokasi dekat masjid dan sekolah Jalan depan 6 m  Lokasi dekat kelurahan dan jalan raya Ungaran  UNNES  Rumah di lengkapi dengan ruang solat Kode: E-009"
07-12-2021,90,63,3,2,,1,Kota Semarang,SHM,1300,,747000000,https://www.realoka.com/180833-juara-promo-rumah-baru-hanya-sampe-12-juni-di-banyumanik-semarang,"Lokasi SEJUK di SAWUNGGALING BANYUMANIK kota Semarang Atas, dekat kampus UNDIP."
07-12-2021,60,33,2,1,,1,Kabupaten Semarang,SHM,1300,Selatan,200625000,https://www.rumahku.com/p/WJP5CX99/rumah-dijual-ungaran-semarang-50511,"Lokasinya Sangat Sejuk di Ungaran Barat :
3 Menit dari Taman Amongrogo
4 Menit dari Kantor Kecamatan Gunung Pati
6 Menit ke SMP N 24 Semarang
7 Menit ke SMA N 12 Semarang
9 Menit ke Pasar Gunung Pati
8 Menit ke Puskesmas Gunungpati
12 Menit Ke UNNES
12 Menit Ke RS BANYUMANIK 2
15 Menit ke TRANSMART
17 Menit Pintu TOL ADA"
07-12-2021,87,45,2,1,,,Kota Semarang,SHM,1300,Utara,495000000,https://www.realoka.com/168406-rumah-cantik-asri-minimalis-luas-tanah-besar-lokasi-di-gunungpati-kota-semarang,"KEUNGGULAN LOKASI :
- Lingkungan Bebas Banjir
- Hanya 5 menit Jl Raya Majapahit
- Hanya 7 menit ADA Swalayan
- Hanya 7 menit GOR Manunggal Jati
- Hanya 7 menit Kampus STEKOM
- Hanya 9 menit Hotel Horison Majapahit"
07-12-2021,120,65,2,2,,1,Kota Semarang,SHM,1300,Utara,750000000,https://www.rumahku.com/p/TH1SK001/rumah-dijual-gondoriyo-semarang-50187,"Keunggulan:
- One gate system
- Akses jalan 8m
- Lahan datar akses jalan lebar papasan mobil leluasa
- Bangunan baru design minimalis modern
- Sertifikat Hak Milik pecah per kavling
- Taman depan, carport, ruang tamu, ruang keluarga, dapur, dan area belakang"
07-12-2021,200,200,4,2,1,1,Kota Semarang,SHM,2200,Timur,1800000000,https://www.realoka.com/144466-rumah-di-gajah-timur-gayamsari-kota-semarang,"DIJUAL Rumah Gayamsari Hadap Timur
Lokasi Gajah Timur Gayamsari Kota Semarang
Dekat Tol Gayamsari
Dekat Masjid Agung Jawa Tengah"
07-12-2021,123,36,2,1,,1,Kota Semarang,SHM,1300,Selatan,450000000,https://www.rumahku.com/p/CZ5GW003/rumah-dijual-manyaran-semarang-50147,"Keunggulan Lokasi:
- Di Jalan Borobudur Raya
- Selangkah ke Rumah Dinas Walikota
- Belakang Swalayan RAMAI
- Dekat POM Bensin Manyaran
- Dekat Bursa Oto Mobil TVRI
- 2 menit ke Gerbang Tol Manyaran
- 3 menit ke RS Kariyadi
- 4 menit ke Tugu Muda
- 5 menit ke Simpang Lima
- 6 menit ke Stasiun Kereta Api
- 8 menit ke Bandara A Yani"
06-12-2021,284,100,3,2,,1,Kota Semarang,SHM,2200,Selatan,1400000000,https://www.realoka.com/104240-rumah-baru-mewah-2lt-type-besar-lt-234m2-lokasi-elite-banyumanik-semarang,"Keistimewaan lokasi :
- dekat taman Tirto Agung
- dekat pintu tol Banyumanik
- 5 menit SDIT Al-Azhar Tembalang
- 5 menit kampus UNDIP
- dekat estate2 elite di Banyumanik
- dekat RS Banyumanik 1
- 7 menit mall Transmart Banyumanik
Bonus bulan ini ;
- 1 unit AC 1/2 pk
- Taman cantik
- Tembok pagar depan"
07-12-2021,70,36,2,1,,1,Kota Semarang,SHM,1300,Utara,350000000,https://www.rumahku.com/p/CZ5GW002/rumah-dijual-pedurungan-kidul-semarang-50192,"Keunggulan Lokasi:
Samping SDN 02 dan Polsek Pedurungan Tengah
Belakang PIZZA HUT Majapahit
Selangkah ke Jalan Raya Arteri Soekarno Hatta
Dua langkah ke Jalan Raya Majapahit
Tiga langkah ke ADA Fatmawati & ADA Majapahit
Empat langkah ke Kolam Renang Manunggal Jati
Beberapa langkah ke LOTTE Mart
Empat ke SAMSAT Pedurungan
Lima langkah ke TRANSMART
5 menit ke Pintu Tol Gayamsari
10 menit ke Simpang Lima"
06-12-2021,328,130,4,3,,1,Kota Semarang,SHM,1300,,1650000000,https://www.realoka.com/198444-dijual-rumah-bagus-istimewa-lt-328m2-lokasi-mulawarman-tembalang,"KEUNGGULAN LOKASI
Cluster One Gate System
Masjid As-sholihin
5 menit ke pasar damar,Alfamart dan Swalayan ADA
10 menit ke GT Tembalang dan GT banyumanik
Pos Keamanan 24 Jam
CCTV Lingkungan, Aman, Nyaman
Akses Jalan Lebar Simpangan Mobil
Hanya 5 menit Kampus UNDIP
Hanya 5 menit Masjid Al Azhar"
07-12-2021,1000,750,9,6,1,4,Kota Semarang,SHM,5500,Utara,15000000000,https://www.rumahku.com/p/F1LWF001/rumah-dijual-gajah-mungkur-semarang-50232,"Rumah 2 lantai.
Lokasi Strategis :
- 5 menit ke Simpang Lima 
- 5 menit ke RS Elizabeth
- Dekat Taman Gajahmungkur
- Bebas Banjir
- Dekat rumah Dinas Gubernur (tempat elit)"
05-12-2021,335,308,4,4,1,,Kota Semarang,SHM,900,Barat,2400000000,https://www.99.co/id/properti/rumah-di-dekat-pusat-kota-semarang-96122632255,"Rumah di dekat pusat Kota Semarang, air PDAM"
